,Item 1,Item 2,,,support,confidence,lift,,conviction
3106,"frozenset({'other vegetables', 'brown bread'})",frozenset({'yogurt'}),,,0.005185562,0.277173913,1.986884428,,1.190463704
2978,"frozenset({'shopping bags', 'soda'})",frozenset({'whole milk'}),,,0.006812405,0.276859504,1.083530928,,1.029514997
2420,"frozenset({'rolls/buns', 'pastry'})",frozenset({'yogurt'}),,,0.005795628,0.276699029,1.983480285,,1.189682104
2186,"frozenset({'soda', 'fruit/vegetable juice'})",frozenset({'yogurt'}),,,0.005083884,0.276243094,1.980211974,,1.188932656
2818,"frozenset({'sausage', 'soda'})",frozenset({'whole milk'}),,,0.006710727,0.276150628,1.080756635,,1.028506778
136,"frozenset({'citrus fruit', 'root vegetables'})",frozenset({'yogurt'}),,,0.004880529,0.275862069,1.977480647,,1.188307067
3170,frozenset({'napkins'}),frozenset({'other vegetables'}),,,0.014438231,0.275728155,1.425005995,,1.11354235
2404,"frozenset({'pastry', 'whole milk'})",frozenset({'yogurt'}),,,0.009150991,0.275229358,1.972945141,,1.187269697
381,"frozenset({'rolls/buns', 'whole milk'})",frozenset({'yogurt'}),,,0.015556685,0.274685817,1.96904884,,1.186379973
1469,"frozenset({'whole milk', 'chocolate'})",frozenset({'yogurt'}),,,0.004575496,0.274390244,1.966930065,,1.185896707
1098,"frozenset({'butter', 'other vegetables'})",frozenset({'tropical fruit'}),,,0.005490595,0.274111675,2.612294888,,1.233066578
795,"frozenset({'tropical fruit', 'pip fruit'})",frozenset({'citrus fruit'}),,,0.005592272,0.273631841,3.306104612,,1.262767861
3801,"frozenset({'rolls/buns', 'domestic eggs'})",frozenset({'yogurt'}),,,0.004270463,0.272727273,1.955009276,,1.183185053
2010,"frozenset({'other vegetables', 'chicken'})",frozenset({'yogurt'}),,,0.004880529,0.272727273,1.955009276,,1.183185053
1409,frozenset({'chocolate'}),frozenset({'soda'}),,,0.013523132,0.272540984,1.56293911,,1.134940604
2616,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'yogurt'}),,,0.012913066,0.272532189,1.953610843,,1.182867761
674,"frozenset({'coffee', 'whole milk'})",frozenset({'yogurt'}),,,0.005083884,0.27173913,1.947925909,,1.181579646
2185,"frozenset({'yogurt', 'fruit/vegetable juice'})",frozenset({'soda'}),,,0.005083884,0.27173913,1.558340728,,1.133690976
2292,"frozenset({'yogurt', 'fruit/vegetable juice'})","frozenset({'other vegetables', 'whole milk'})",,,0.005083884,0.27173913,3.631187973,,1.270376132
1360,"frozenset({'yogurt', 'soda'})",frozenset({'bottled water'}),,,0.007422471,0.271375465,2.455361265,,1.220760923
3480,"frozenset({'whipped/sour cream', 'other vegetables'})",frozenset({'tropical fruit'}),,,0.007829181,0.271126761,2.583848537,,1.228016868
2966,"frozenset({'shopping bags', 'rolls/buns'})",frozenset({'other vegetables'}),,,0.005287239,0.270833333,1.399708793,,1.106067253
2972,"frozenset({'shopping bags', 'rolls/buns'})",frozenset({'whole milk'}),,,0.005287239,0.270833333,1.059946611,,1.021006609
1645,"frozenset({'yogurt', 'curd'})",frozenset({'root vegetables'}),,,0.004677173,0.270588235,2.48249561,,1.221534349
123,"frozenset({'tropical fruit', 'root vegetables'})",frozenset({'citrus fruit'}),,,0.00569395,0.270531401,3.268644138,,1.257400755
585,"frozenset({'tropical fruit', 'root vegetables'})","frozenset({'yogurt', 'whole milk'})",,,0.00569395,0.270531401,4.828813663,,1.294059263
427,"frozenset({'yogurt', 'whole milk'})",frozenset({'tropical fruit'}),,,0.015149975,0.270417423,2.577088521,,1.226822927
2496,"frozenset({'pastry', 'other vegetables'})",frozenset({'rolls/buns'}),,,0.006100661,0.27027027,1.469379828,,1.118311397
695,frozenset({'pip fruit'}),frozenset({'tropical fruit'}),,,0.020437214,0.27016129,2.574647568,,1.22639238
387,"frozenset({'rolls/buns', 'other vegetables'})",frozenset({'yogurt'}),,,0.011489578,0.269689737,1.933235108,,1.178263903
3462,"frozenset({'yogurt', 'whipped/sour cream'})","frozenset({'whole milk', 'other vegetables'})",,,0.005592272,0.269607843,3.602708067,,1.266669169
395,"frozenset({'yogurt', 'whole milk', 'other vegetables'})",frozenset({'rolls/buns'}),,,0.005998983,0.269406393,1.46468318,,1.11698907
3234,"frozenset({'whole milk', 'napkins'})",frozenset({'rolls/buns'}),,,0.005287239,0.268041237,1.457261231,,1.114905805
2825,"frozenset({'sausage', 'other vegetables'})",frozenset({'soda'}),,,0.007219115,0.267924528,1.536465152,,1.127783689
1530,"frozenset({'white bread', 'whole milk'})",frozenset({'tropical fruit'}),,,0.004575496,0.267857143,2.552688953,,1.222532766
3492,"frozenset({'whipped/sour cream', 'root vegetables'})",frozenset({'tropical fruit'}),,,0.004575496,0.267857143,2.552688953,,1.222532766
194,"frozenset({'yogurt', 'citrus fruit'})",frozenset({'rolls/buns'}),,,0.005795628,0.267605634,1.454892984,,1.114242697
2569,"frozenset({'whole milk', 'other vegetables', 'root vegetables'})",frozenset({'rolls/buns'}),,,0.006202339,0.26754386,1.454557136,,1.114148723
2680,"frozenset({'bottled water', 'root vegetables'})",frozenset({'rolls/buns'}),,,0.004168785,0.266233766,1.447434544,,1.112159481
3689,frozenset({'dessert'}),frozenset({'yogurt'}),,,0.009862735,0.265753425,1.905018172,,1.171947203
3693,frozenset({'dessert'}),frozenset({'soda'}),,,0.009862735,0.265753425,1.524014537,,1.12444893
3886,"frozenset({'other vegetables', 'domestic eggs'})",frozenset({'rolls/buns'}),,,0.005897306,0.264840183,1.439858041,,1.110051249
1663,"frozenset({'yogurt', 'curd'})",frozenset({'whipped/sour cream'}),,,0.004575496,0.264705882,3.692740926,,1.262511439
388,"frozenset({'yogurt', 'other vegetables'})",frozenset({'rolls/buns'}),,,0.011489578,0.264637002,1.43875341,,1.109744543
1288,"frozenset({'bottled water', 'bottled beer'})",frozenset({'other vegetables'}),,,0.004168785,0.264516129,1.367060499,,1.09656704
2446,"frozenset({'yogurt', 'pastry'})",frozenset({'tropical fruit'}),,,0.004677173,0.264367816,2.519435534,,1.216733922
2878,"frozenset({'sausage', 'yogurt'})",frozenset({'root vegetables'}),,,0.005185562,0.264248705,2.424333965,,1.211009115
1015,frozenset({'butter'}),frozenset({'yogurt'}),,,0.014641586,0.264220183,1.894027336,,1.169505063
1302,"frozenset({'bottled beer', 'other vegetables'})",frozenset({'root vegetables'}),,,0.004270463,0.264150943,2.42343706,,1.210848227
30,"frozenset({'citrus fruit', 'other vegetables'})",frozenset({'yogurt'}),,,0.007625826,0.264084507,1.893054757,,1.169289448
1272,"frozenset({'bottled beer', 'whole milk'})",frozenset({'rolls/buns'}),,,0.005388917,0.263681592,1.433559125,,1.108304593
757,"frozenset({'tropical fruit', 'other vegetables'})",frozenset({'pip fruit'}),,,0.009456024,0.263456091,3.482648725,,1.254985335
1790,"frozenset({'beef', 'root vegetables'})",frozenset({'yogurt'}),,,0.004575496,0.263157895,1.88641246,,1.167819014
1784,"frozenset({'beef', 'other vegetables'})",frozenset({'yogurt'}),,,0.005185562,0.262886598,1.884467705,,1.167389194
294,"frozenset({'other vegetables', 'margarine'})",frozenset({'rolls/buns'}),,,0.005185562,0.262886598,1.429236977,,1.107109261
2654,"frozenset({'soda', 'root vegetables'})",frozenset({'rolls/buns'}),,,0.004880529,0.262295082,1.426021079,,1.106221544
1341,frozenset({'bottled water'}),frozenset({'soda'}),,,0.028978139,0.262189512,1.503576592,,1.119017403
2691,frozenset({'waffles'}),frozenset({'other vegetables'}),,,0.01006609,0.261904762,1.353564547,,1.092687407
3498,"frozenset({'tropical fruit', 'whole milk', 'other vegetables'})",frozenset({'whipped/sour cream'}),,,0.004473818,0.261904762,3.653664303,,1.257720124
3,frozenset({'citrus fruit'}),frozenset({'yogurt'}),,,0.021657346,0.261670762,1.875752144,,1.165466808
350,"frozenset({'soda', 'whole milk'})",frozenset({'yogurt'}),,,0.010472801,0.26142132,1.873964053,,1.165073192
2471,"frozenset({'pastry', 'other vegetables'})",frozenset({'root vegetables'}),,,0.005897306,0.261261261,2.396925844,,1.206111821
2215,"frozenset({'yogurt', 'fruit/vegetable juice'})",frozenset({'tropical fruit'}),,,0.004880529,0.260869565,2.486097068,,1.210975209
2396,"frozenset({'pastry', 'soda'})",frozenset({'other vegetables'}),,,0.005490595,0.260869565,1.34821449,,1.091157032
198,"frozenset({'rolls/buns', 'citrus fruit'})",frozenset({'tropical fruit'}),,,0.00437214,0.260606061,2.483585859,,1.210543642
442,"frozenset({'yogurt', 'tropical fruit'})","frozenset({'whole milk', 'other vegetables'})",,,0.007625826,0.260416667,3.479888474,,1.25092763
3796,"frozenset({'other vegetables', 'domestic eggs'})",frozenset({'yogurt'}),,,0.005795628,0.260273973,1.865739446,,1.163266113
3271,frozenset({'hamburger meat'}),frozenset({'rolls/buns'}),,,0.008642603,0.259938838,1.413210874,,1.1026995
2556,"frozenset({'whole milk', 'root vegetables'})",frozenset({'rolls/buns'}),,,0.01270971,0.25987526,1.412865219,,1.102604777
1693,frozenset({'beef'}),frozenset({'rolls/buns'}),,,0.013624809,0.259689922,1.411857594,,1.102328738
542,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'tropical fruit'}),,,0.012302999,0.259656652,2.474537961,,1.208991254
1396,"frozenset({'soda', 'bottled water'})",frozenset({'whole milk'}),,,0.007524148,0.259649123,1.016175536,,1.005582635
502,"frozenset({'tropical fruit', 'whole milk'})",frozenset({'rolls/buns'}),,,0.01098119,0.259615385,1.411452354,,1.102217762
2609,"frozenset({'yogurt', 'whole milk'})",frozenset({'root vegetables'}),,,0.014539908,0.259528131,2.381025341,,1.203288824
2171,frozenset({'fruit/vegetable juice'}),frozenset({'yogurt'}),,,0.018708693,0.258790436,1.855104911,,1.160937827
842,"frozenset({'tropical fruit', 'pip fruit'})",frozenset({'root vegetables'}),,,0.005287239,0.258706468,2.373487042,,1.201955078
2796,frozenset({'sausage'}),frozenset({'soda'}),,,0.024300966,0.258658009,1.483324499,,1.113686781
626,"frozenset({'tropical fruit', 'soda'})",frozenset({'rolls/buns'}),,,0.005388917,0.258536585,1.40558724,,1.10061408
2897,"frozenset({'sausage', 'whole milk'})",frozenset({'root vegetables'}),,,0.007727504,0.258503401,2.371624023,,1.20162591
3646,"frozenset({'pork', 'other vegetables'})",frozenset({'rolls/buns'}),,,0.005592272,0.258215962,1.403844108,,1.100138359
3959,frozenset({'frozen vegetables'}),frozenset({'yogurt'}),,,0.012404677,0.257928118,1.848923502,,1.15958877
2084,"frozenset({'newspapers', 'other vegetables'})",frozenset({'soda'}),,,0.004982206,0.257894737,1.478947368,,1.112541329
1290,"frozenset({'bottled beer', 'other vegetables'})",frozenset({'bottled water'}),,,0.004168785,0.257861635,2.333090324,,1.198531705
2101,"frozenset({'rolls/buns', 'newspapers'})",frozenset({'yogurt'}),,,0.005083884,0.257731959,1.847517357,,1.159282325
3790,"frozenset({'whole milk', 'domestic eggs'})",frozenset({'yogurt'}),,,0.007727504,0.257627119,1.846765825,,1.159118608
2550,"frozenset({'other vegetables', 'root vegetables'})",frozenset({'rolls/buns'}),,,0.012201322,0.25751073,1.400009964,,1.099093423
1830,"frozenset({'rolls/buns', 'soda'})",frozenset({'other vegetables'}),,,0.009862735,0.25729443,1.329737633,,1.085904568
2482,"frozenset({'rolls/buns', 'pastry'})",frozenset({'soda'}),,,0.005388917,0.257281553,1.475430949,,1.111622822
2490,"frozenset({'pastry', 'whole milk'})",frozenset({'rolls/buns'}),,,0.008540925,0.256880734,1.396584864,,1.098161642
2642,"frozenset({'soda', 'root vegetables'})",frozenset({'yogurt'}),,,0.004778851,0.256830601,1.841056095,,1.157876282
2960,"frozenset({'shopping bags', 'soda'})",frozenset({'rolls/buns'}),,,0.006304016,0.256198347,1.392874927,,1.097154155
1402,frozenset({'chocolate'}),frozenset({'other vegetables'}),,,0.01270971,0.256147541,1.323810334,,1.084230296
1362,"frozenset({'soda', 'bottled water'})",frozenset({'yogurt'}),,,0.007422471,0.256140351,1.836108127,,1.156801853
2484,"frozenset({'pastry', 'soda'})",frozenset({'rolls/buns'}),,,0.005388917,0.256038647,1.392006687,,1.096918638
3406,"frozenset({'whipped/sour cream', 'root vegetables'})",frozenset({'rolls/buns'}),,,0.00437214,0.255952381,1.391537682,,1.096791459
2570,"frozenset({'rolls/buns', 'root vegetables'})","frozenset({'whole milk', 'other vegetables'})",,,0.006202339,0.255230126,3.410581908,,1.242216231
362,"frozenset({'soda', 'other vegetables'})",frozenset({'yogurt'}),,,0.00833757,0.254658385,1.825484852,,1.154501779
2151,frozenset({'fruit/vegetable juice'}),frozenset({'soda'}),,,0.01840366,0.254571027,1.459886908,,1.107580743
1652,"frozenset({'other vegetables', 'curd'})",frozenset({'whipped/sour cream'}),,,0.00437214,0.25443787,3.54949851,,1.24512391
1392,"frozenset({'bottled water', 'whole milk'})",frozenset({'rolls/buns'}),,,0.008744281,0.25443787,1.383303731,,1.094563472
507,"frozenset({'rolls/buns', 'yogurt'})",frozenset({'tropical fruit'}),,,0.008744281,0.25443787,2.424802761,,1.200528563
1236,frozenset({'bottled beer'}),frozenset({'whole milk'}),,,0.020437214,0.253787879,0.993236684,,0.997684123
1296,"frozenset({'bottled beer', 'whole milk'})",frozenset({'yogurt'}),,,0.005185562,0.253731343,1.818839476,,1.153067616
2386,frozenset({'pastry'}),frozenset({'other vegetables'}),,,0.022572445,0.253714286,1.311234892,,1.080695176
1941,frozenset({'chicken'}),frozenset({'root vegetables'}),,,0.010879512,0.253554502,2.326220644,,1.193659186
147,"frozenset({'citrus fruit', 'root vegetables'})","frozenset({'tropical fruit', 'other vegetables'})",,,0.004473818,0.252873563,7.045358341,,1.29042118
2890,"frozenset({'sausage', 'other vegetables'})",frozenset({'root vegetables'}),,,0.006812405,0.252830189,2.319575472,,1.192502041
3251,"frozenset({'whole milk', 'napkins'})",frozenset({'tropical fruit'}),,,0.004982206,0.25257732,2.407071645,,1.197540101
1896,"frozenset({'whole milk', 'frankfurter'})",frozenset({'tropical fruit'}),,,0.005185562,0.252475248,2.406098895,,1.197376581
61,"frozenset({'tropical fruit', 'other vegetables'})",frozenset({'citrus fruit'}),,,0.009049314,0.252124646,3.046248025,,1.226453529
2814,"frozenset({'rolls/buns', 'soda'})",frozenset({'sausage'}),,,0.00965938,0.25198939,2.682159794,,1.211279372
237,frozenset({'margarine'}),frozenset({'rolls/buns'}),,,0.014743264,0.251736111,1.368615065,,1.090611328
1260,"frozenset({'bottled beer', 'other vegetables'})",frozenset({'soda'}),,,0.004067107,0.251572327,1.442690284,,1.103143037
1266,"frozenset({'bottled beer', 'other vegetables'})",frozenset({'rolls/buns'}),,,0.004067107,0.251572327,1.367724619,,1.090372662
2647,"frozenset({'soda', 'other vegetables'})",frozenset({'root vegetables'}),,,0.008235892,0.251552795,2.3078561,,1.190466768
355,"frozenset({'rolls/buns', 'yogurt'})",frozenset({'soda'}),,,0.008642603,0.25147929,1.442156744,,1.103005922
899,frozenset({'cream cheese '}),frozenset({'rolls/buns'}),,,0.009964413,0.251282051,1.366146476,,1.089949927
843,"frozenset({'tropical fruit', 'root vegetables'})",frozenset({'pip fruit'}),,,0.005287239,0.251207729,3.320736585,,1.234456926
3460,"frozenset({'yogurt', 'whole milk', 'other vegetables'})",frozenset({'whipped/sour cream'}),,,0.005592272,0.251141553,3.503513715,,1.239643136
70,"frozenset({'citrus fruit', 'tropical fruit'})","frozenset({'whole milk', 'other vegetables'})",,,0.004982206,0.25,3.340692935,,1.233553635
686,"frozenset({'coffee', 'whole milk'})",frozenset({'rolls/buns'}),,,0.004677173,0.25,1.359176341,,1.088086765
157,"frozenset({'whole milk', 'other vegetables', 'root vegetables'})",frozenset({'citrus fruit'}),,,0.005795628,0.25,3.020577396,,1.222979156
460,"frozenset({'bottled water', 'other vegetables'})",frozenset({'tropical fruit'}),,,0.006202339,0.25,2.38250969,,1.193424843
2944,frozenset({'shopping bags'}),frozenset({'soda'}),,,0.024605999,0.249742002,1.43219393,,1.100451815
1598,"frozenset({'whole milk', 'curd'})",frozenset({'tropical fruit'}),,,0.006507372,0.249027237,2.373239224,,1.191878956
488,"frozenset({'tropical fruit', 'soda'})",frozenset({'bottled water'}),,,0.005185562,0.248780488,2.250925573,,1.184043206
4004,"frozenset({'frozen vegetables', 'whole milk'})",frozenset({'rolls/buns'}),,,0.005083884,0.248756219,1.352414269,,1.086285297
2948,frozenset({'shopping bags'}),frozenset({'whole milk'}),,,0.024504321,0.24871001,0.973363689,,0.99094091
2701,frozenset({'waffles'}),frozenset({'soda'}),,,0.009557702,0.248677249,1.426087895,,1.098892286
3379,"frozenset({'yogurt', 'root vegetables'})",frozenset({'whipped/sour cream'}),,,0.006405694,0.248031496,3.460127325,,1.234516113
2391,"frozenset({'pastry', 'whole milk'})",frozenset({'soda'}),,,0.008235892,0.247706422,1.420520502,,1.097474178
1914,"frozenset({'whole milk', 'frankfurter'})",frozenset({'root vegetables'}),,,0.005083884,0.247524752,2.270901064,,1.184094132
3257,"frozenset({'whole milk', 'napkins'})",frozenset({'root vegetables'}),,,0.004880529,0.24742268,2.26996461,,1.183933533
2746,frozenset({'salty snack'}),frozenset({'soda'}),,,0.009354347,0.247311828,1.418257626,,1.096898831
476,"frozenset({'tropical fruit', 'bottled water'})",frozenset({'root vegetables'}),,,0.004575496,0.247252747,2.268405568,,1.18366626
2029,frozenset({'newspapers'}),frozenset({'rolls/buns'}),,,0.01972547,0.247133758,1.343593427,,1.083944303
3749,frozenset({'domestic eggs'}),frozenset({'rolls/buns'}),,,0.015658363,0.246794872,1.341751003,,1.083456609
345,frozenset({'yogurt'}),frozenset({'rolls/buns'}),,,0.034367056,0.246355685,1.339363274,,1.082825224
3474,"frozenset({'whipped/sour cream', 'whole milk'})",frozenset({'tropical fruit'}),,,0.007930859,0.246056782,2.344930673,,1.187183082
554,"frozenset({'whole milk', 'root vegetables'})",frozenset({'tropical fruit'}),,,0.011997966,0.245322245,2.337930507,,1.186027582
2531,frozenset({'other vegetables'}),frozenset({'root vegetables'}),,,0.0473818,0.244876511,2.246604929,,1.179941477
1838,"frozenset({'rolls/buns', 'whole milk', 'other vegetables'})",frozenset({'soda'}),,,0.00437214,0.244318182,1.401089981,,1.092553448
2258,"frozenset({'whole milk', 'fruit/vegetable juice'})",frozenset({'root vegetables'}),,,0.006507372,0.244274809,2.241084653,,1.179002018
1511,frozenset({'white bread'}),frozenset({'soda'}),,,0.010269446,0.243961353,1.399043675,,1.092037793
4033,"frozenset({'frozen vegetables', 'whole milk'})",frozenset({'tropical fruit'}),,,0.004982206,0.243781095,2.32324328,,1.183610494
1183,"frozenset({'butter', 'whole milk'})",frozenset({'whipped/sour cream'}),,,0.006710727,0.243542435,3.397503337,,1.2271901
2397,"frozenset({'pastry', 'other vegetables'})",frozenset({'soda'}),,,0.005490595,0.243243243,1.394925538,,1.091001525
1306,frozenset({'UHT-milk'}),frozenset({'other vegetables'}),,,0.008134215,0.243161094,1.256694357,,1.065626206
